Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/20 00:08:00, 23.75, 23.64, 23.46, 22.03, 19.91, 0, 0, 4.56
2019/04/20 00:09:00, 23.75, 23.65, 23.46, 22.08, 19.90, 0, 0, 4.56
2019/04/20 00:10:00, 23.75, 23.65, 23.46, 21.93, 19.90, 0, 0, 4.56
2019/04/20 00:11:00, 23.75, 23.65, 23.47, 22.02, 19.89, 0, 0, 4.56
2019/04/20 00:12:00, 23.75, 23.67, 23.47, 22.00, 19.87, 0, 0, 4.56
2019/04/20 00:13:00, 23.75, 23.64, 23.45, 21.97, 19.88, 0, 0, 4.56
2019/04/20 00:14:00, 23.75, 23.63, 23.46, 22.00, 19.90, 0, 0, 4.56
2019/04/20 00:15:00, 23.75, 23.65, 23.47, 22.03, 19.90, 0, 0, 4.56
2019/04/20 00:16:00, 23.75, 23.61, 23.46, 22.06, 19.90, 0, 0, 4.56
2019/04/20 00:17:00, 23.75, 23.65, 23.46, 22.06, 19.91, 0, 0, 4.56
2019/04/20 00:18:00, 23.75, 23.63, 23.47, 22.03, 19.93, 0, 0, 4.56
2019/04/20 00:19:00, 23.75, 23.63, 23.46, 22.06, 19.92, 0, 0, 4.56
2019/04/20 00:20:00, 23.75, 23.65, 23.47, 22.07, 19.95, 0, 0, 4.56
2019/04/20 00:21:00, 23.75, 23.64, 23.47, 22.05, 19.94, 0, 0, 4.56
2019/04/20 00:22:00, 23.75, 23.63, 23.47, 22.10, 19.95, 0, 0, 4.56
2019/04/20 00:23:00, 23.75, 23.64, 23.47, 22.05, 19.93, 0, 0, 4.56
2019/04/20 00:24:00, 23.75, 23.63, 23.45, 22.11, 19.98, 0, 0, 4.56
2019/04/20 00:25:00, 23.75, 23.64, 23.48, 22.10, 19.98, 0, 0, 4.56
2019/04/20 00:26:00, 23.75, 23.65, 23.48, 22.08, 19.97, 0, 0, 4.56
2019/04/20 00:27:00, 23.75, 23.68, 23.48, 22.11, 19.96, 0, 0, 4.56
2019/04/20 00:28:00, 23.75, 23.67, 23.49, 21.97, 19.94, 0, 0, 4.56
2019/04/20 00:29:00, 23.75, 23.68, 23.50, 22.03, 19.93, 0, 0, 4.56
2019/04/20 00:30:00, 23.75, 23.70, 23.48, 22.04, 19.94, 0, 0, 4.56
2019/04/20 00:31:00, 23.75, 23.67, 23.48, 22.04, 19.95, 0, 0, 4.56
2019/04/20 00:32:00, 23.75, 23.70, 23.48, 22.03, 19.98, 0, 0, 4.56
2019/04/20 00:33:00, 23.75, 23.67, 23.49, 22.00, 19.96, 0, 0, 4.56
2019/04/20 00:34:00, 23.75, 23.67, 23.49, 22.07, 19.94, 0, 0, 4.56
2019/04/20 00:35:00, 23.75, 23.67, 23.49, 22.04, 19.93, 0, 0, 4.56
2019/04/20 00:36:00, 23.75, 23.70, 23.50, 22.13, 19.96, 0, 0, 4.56
2019/04/20 00:37:00, 23.75, 23.68, 23.48, 22.04, 19.96, 0, 0, 4.56
2019/04/20 00:38:00, 23.75, 23.70, 23.48, 22.07, 19.95, 0, 0, 4.56
2019/04/20 00:39:00, 23.75, 23.67, 23.49, 22.07, 19.97, 0, 0, 4.56
2019/04/20 00:40:00, 23.75, 23.68, 23.50, 22.05, 19.95, 0, 0, 4.56
2019/04/20 00:41:00, 23.75, 23.68, 23.50, 22.07, 19.97, 0, 0, 4.56
2019/04/20 00:42:00, 23.75, 23.68, 23.50, 22.05, 19.97, 0, 0, 4.56
2019/04/20 00:43:00, 23.75, 23.67, 23.50, 22.05, 19.97, 0, 0, 4.56
2019/04/20 00:44:00, 23.75, 23.68, 23.49, 22.05, 19.96, 0, 0, 4.56
2019/04/20 00:45:00, 23.75, 23.68, 23.49, 22.08, 19.97, 0, 0, 4.56
2019/04/20 00:46:00, 23.75, 23.68, 23.49, 22.08, 19.98, 0, 0, 4.56
2019/04/20 00:47:00, 23.75, 23.65, 23.50, 22.08, 19.97, 0, 0, 4.56
2019/04/20 00:48:00, 23.75, 23.68, 23.49, 22.08, 20.00, 0, 0, 4.56
2019/04/20 00:49:00, 23.75, 23.68, 23.47, 22.16, 20.01, 0, 0, 4.56
2019/04/20 00:50:00, 23.75, 23.67, 23.49, 22.11, 20.03, 0, 0, 4.56
2019/04/20 00:51:00, 23.75, 23.67, 23.49, 22.13, 20.03, 0, 0, 4.56
2019/04/20 00:52:00, 23.75, 23.67, 23.49, 22.10, 20.02, 0, 0, 4.56
2019/04/20 00:53:00, 23.75, 23.65, 23.48, 22.10, 20.03, 0, 0, 4.56
2019/04/20 00:54:00, 23.75, 23.65, 23.47, 22.10, 20.03, 0, 0, 4.56
2019/04/20 00:55:00, 23.75, 23.65, 23.49, 22.15, 20.04, 0, 0, 4.56
2019/04/20 00:56:00, 23.75, 23.67, 23.49, 22.20, 20.03, 0, 0, 4.56
2019/04/20 00:57:00, 23.75, 23.68, 23.49, 22.19, 20.08, 0, 0, 4.56
2019/04/20 00:58:00, 23.75, 23.67, 23.50, 22.22, 20.08, 0, 0, 4.56
2019/04/20 00:59:00, 23.75, 23.65, 23.50, 22.18, 20.06, 0, 0, 4.56
2019/04/20 01:00:00, 23.75, 23.67, 23.47, 22.21, 20.08, 0, 0, 4.56
2019/04/20 01:01:00, 23.75, 23.67, 23.48, 22.19, 20.06, 0, 0, 4.56
2019/04/20 01:02:00, 23.75, 23.65, 23.48, 22.22, 20.08, 0, 0, 4.56
2019/04/20 01:03:00, 23.75, 23.68, 23.48, 22.23, 20.12, 0, 0, 4.56
2019/04/20 01:04:00, 23.75, 23.64, 23.48, 22.23, 20.11, 0, 0, 4.56
2019/04/20 01:05:00, 23.75, 23.68, 23.47, 22.21, 20.11, 0, 0, 4.56
2019/04/20 01:06:00, 23.75, 23.65, 23.46, 22.21, 20.10, 0, 0, 4.56
2019/04/20 01:07:00, 23.75, 23.65, 23.47, 22.26, 20.14, 0, 0, 4.56
2019/04/20 01:08:00, 23.75, 23.65, 23.50, 22.24, 20.14, 0, 0, 4.56
2019/04/20 01:09:00, 23.75, 23.68, 23.48, 22.28, 20.13, 0, 0, 4.56
2019/04/20 01:10:00, 23.75, 23.67, 23.48, 22.23, 20.13, 0, 0, 4.56
2019/04/20 01:11:00, 23.75, 23.65, 23.49, 22.24, 20.15, 0, 0, 4.56
2019/04/20 01:12:00, 23.75, 23.67, 23.49, 22.28, 20.15, 0, 0, 4.56
2019/04/20 01:13:00, 23.75, 23.67, 23.48, 22.23, 20.11, 0, 0, 4.56
2019/04/20 01:14:00, 23.75, 23.67, 23.48, 22.23, 20.15, 0, 0, 4.56
2019/04/20 01:15:00, 23.75, 23.65, 23.46, 22.24, 20.14, 0, 0, 4.56
2019/04/20 01:16:00, 23.75, 23.65, 23.47, 22.24, 20.16, 0, 0, 4.56
2019/04/20 01:17:00, 23.75, 23.65, 23.46, 22.29, 20.19, 0, 0, 4.56
2019/04/20 01:18:00, 23.75, 23.67, 23.47, 22.24, 20.19, 0, 0, 4.56
2019/04/20 01:19:00, 23.75, 23.65, 23.46, 22.31, 20.19, 0, 0, 4.56
2019/04/20 01:20:00, 23.75, 23.64, 23.47, 22.26, 20.19, 0, 0, 4.56
2019/04/20 01:21:00, 23.75, 23.68, 23.49, 22.26, 20.21, 0, 0, 4.56
2019/04/20 01:22:00, 23.75, 23.67, 23.47, 22.29, 20.19, 0, 0, 4.56
2019/04/20 01:23:00, 23.75, 23.67, 23.48, 22.33, 20.22, 0, 0, 4.56
2019/04/20 01:24:00, 23.75, 23.65, 23.48, 22.33, 20.19, 0, 0, 4.56
2019/04/20 01:25:00, 23.75, 23.65, 23.49, 22.37, 20.22, 0, 0, 4.56
2019/04/20 01:26:00, 23.75, 23.65, 23.47, 22.33, 20.20, 0, 0, 4.56
2019/04/20 01:27:00, 23.75, 23.65, 23.48, 22.33, 20.21, 0, 0, 4.56
2019/04/20 01:28:00, 23.75, 23.67, 23.48, 22.29, 20.22, 0, 0, 4.56
2019/04/20 01:29:00, 23.75, 23.67, 23.47, 22.38, 20.24, 0, 0, 4.56
2019/04/20 01:30:00, 23.75, 23.70, 23.50, 22.33, 20.25, 0, 0, 4.56
2019/04/20 01:31:00, 23.75, 23.68, 23.49, 22.38, 20.25, 0, 0, 4.56
2019/04/20 01:32:00, 23.75, 23.67, 23.48, 22.36, 20.23, 0, 0, 4.56
2019/04/20 01:33:00, 23.75, 23.68, 23.47, 22.36, 20.24, 0, 0, 4.56
2019/04/20 01:34:00, 23.75, 23.65, 23.48, 22.39, 20.26, 0, 0, 4.56
2019/04/20 01:35:00, 23.75, 23.68, 23.49, 22.34, 20.26, 0, 0, 4.56
2019/04/20 01:36:00, 23.75, 23.67, 23.49, 22.34, 20.26, 0, 0, 4.56
2019/04/20 01:37:00, 23.75, 23.67, 23.47, 22.31, 20.25, 0, 0, 4.56
2019/04/20 01:38:00, 23.75, 23.65, 23.47, 22.33, 20.26, 0, 0, 4.56
2019/04/20 01:39:00, 23.75, 23.65, 23.47, 22.44, 20.26, 0, 0, 4.56
2019/04/20 01:40:00, 23.75, 23.68, 23.48, 22.37, 20.28, 0, 0, 4.56
2019/04/20 01:41:00, 23.75, 23.64, 23.49, 22.44, 20.28, 0, 0, 4.56
2019/04/20 01:42:00, 23.75, 23.68, 23.46, 22.29, 20.26, 0, 0, 4.56
2019/04/20 01:43:00, 23.75, 23.67, 23.47, 22.37, 20.26, 0, 0, 4.56
2019/04/20 01:44:00, 23.75, 23.67, 23.49, 22.40, 20.29, 0, 0, 4.56
2019/04/20 01:45:00, 23.75, 23.67, 23.47, 22.41, 20.29, 0, 0, 4.56
2019/04/20 01:46:00, 23.75, 23.67, 23.49, 22.42, 20.31, 0, 0, 4.56
2019/04/20 01:47:00, 23.75, 23.67, 23.48, 22.42, 20.32, 0, 0, 4.56
2019/04/20 01:48:00, 23.75, 23.68, 23.49, 22.44, 20.30, 0, 0, 4.56
2019/04/20 01:49:00, 23.75, 23.67, 23.48, 22.44, 20.32, 0, 0, 4.56
2019/04/20 01:50:00, 23.75, 23.67, 23.48, 22.42, 20.31, 0, 0, 4.56
2019/04/20 01:51:00, 23.75, 23.68, 23.50, 22.45, 20.34, 0, 0, 4.56
2019/04/20 01:52:00, 23.75, 23.67, 23.48, 22.47, 20.34, 0, 0, 4.56
2019/04/20 01:53:00, 23.75, 23.67, 23.49, 22.42, 20.32, 0, 0, 4.56
2019/04/20 01:54:00, 23.75, 23.64, 23.49, 22.44, 20.35, 0, 0, 4.56
2019/04/20 01:55:00, 23.75, 23.65, 23.50, 22.41, 20.35, 0, 0, 4.56
