Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/17 00:08:00, 24.25, 23.53, 23.36, 18.25, 16.29, 0, 0, 4.63
2019/04/17 00:09:00, 24.25, 23.50, 23.33, 18.26, 16.30, 0, 0, 4.63
2019/04/17 00:10:00, 24.25, 23.50, 23.34, 18.31, 16.32, 0, 0, 4.63
2019/04/17 00:11:00, 24.25, 23.52, 23.35, 18.19, 16.30, 0, 0, 4.63
2019/04/17 00:12:00, 24.25, 23.53, 23.36, 18.25, 16.30, 0, 0, 4.63
2019/04/17 00:13:00, 24.25, 23.53, 23.35, 18.23, 16.28, 0, 0, 4.63
2019/04/17 00:14:00, 24.25, 23.54, 23.35, 18.29, 16.30, 0, 0, 4.63
2019/04/17 00:15:00, 24.25, 23.49, 23.33, 18.19, 16.27, 0, 0, 4.63
2019/04/17 00:16:00, 24.25, 23.50, 23.32, 18.28, 16.30, 0, 0, 4.63
2019/04/17 00:17:00, 24.25, 23.49, 23.34, 18.18, 16.28, 0, 0, 4.63
2019/04/17 00:18:00, 24.25, 23.49, 23.35, 18.26, 16.29, 0, 0, 4.63
2019/04/17 00:19:00, 24.25, 23.50, 23.32, 18.25, 16.29, 0, 0, 4.63
2019/04/17 00:20:00, 24.25, 23.52, 23.35, 18.31, 16.27, 0, 0, 4.63
2019/04/17 00:21:00, 24.25, 23.47, 23.34, 18.26, 16.27, 0, 0, 4.63
2019/04/17 00:22:00, 24.25, 23.50, 23.32, 18.28, 16.27, 0, 0, 4.63
2019/04/17 00:23:00, 24.25, 23.49, 23.33, 18.23, 16.27, 0, 0, 4.63
2019/04/17 00:24:00, 24.25, 23.49, 23.33, 18.26, 16.27, 0, 0, 4.63
2019/04/17 00:25:00, 24.25, 23.49, 23.32, 18.25, 16.25, 0, 0, 4.63
2019/04/17 00:26:00, 24.25, 23.47, 23.32, 18.21, 16.24, 0, 0, 4.63
2019/04/17 00:27:00, 24.25, 23.47, 23.32, 18.21, 16.25, 0, 0, 4.63
2019/04/17 00:28:00, 24.25, 23.47, 23.32, 18.18, 16.25, 0, 0, 4.64
2019/04/17 00:29:00, 24.25, 23.49, 23.31, 18.24, 16.23, 0, 0, 4.63
2019/04/17 00:30:00, 24.25, 23.47, 23.31, 18.26, 16.24, 0, 0, 4.63
2019/04/17 00:31:00, 24.25, 23.49, 23.32, 18.26, 16.27, 0, 0, 4.63
2019/04/17 00:32:00, 24.25, 23.50, 23.32, 18.21, 16.25, 0, 0, 4.63
2019/04/17 00:33:00, 24.25, 23.46, 23.30, 18.21, 16.23, 0, 0, 4.63
2019/04/17 00:34:00, 24.25, 23.47, 23.32, 18.21, 16.25, 0, 0, 4.63
2019/04/17 00:35:00, 24.25, 23.46, 23.30, 18.24, 16.25, 0, 0, 4.63
2019/04/17 00:36:00, 24.25, 23.46, 23.31, 18.19, 16.24, 0, 0, 4.63
2019/04/17 00:37:00, 24.25, 23.47, 23.29, 18.19, 16.23, 0, 0, 4.63
2019/04/17 00:38:00, 24.25, 23.49, 23.29, 18.23, 16.23, 0, 0, 4.63
2019/04/17 00:39:00, 24.25, 23.47, 23.30, 18.24, 16.23, 0, 0, 4.63
2019/04/17 00:40:00, 24.25, 23.46, 23.32, 18.19, 16.23, 0, 0, 4.63
2019/04/17 00:41:00, 24.25, 23.46, 23.29, 18.23, 16.23, 0, 0, 4.63
2019/04/17 00:42:00, 24.25, 23.46, 23.32, 18.19, 16.24, 0, 0, 4.63
2019/04/17 00:43:00, 24.25, 23.43, 23.29, 18.22, 16.24, 0, 0, 4.63
2019/04/17 00:44:00, 24.25, 23.46, 23.30, 18.19, 16.24, 0, 0, 4.63
2019/04/17 00:45:00, 24.25, 23.44, 23.31, 18.19, 16.23, 0, 0, 4.63
2019/04/17 00:46:00, 24.25, 23.46, 23.30, 18.24, 16.22, 0, 0, 4.63
2019/04/17 00:47:00, 24.25, 23.49, 23.32, 18.16, 16.20, 0, 0, 4.63
2019/04/17 00:48:00, 24.25, 23.47, 23.32, 18.22, 16.20, 0, 0, 4.63
2019/04/17 00:49:00, 24.25, 23.46, 23.30, 18.22, 16.22, 0, 0, 4.63
2019/04/17 00:50:00, 24.25, 23.44, 23.30, 18.21, 16.22, 0, 0, 4.63
2019/04/17 00:51:00, 24.25, 23.44, 23.29, 18.21, 16.23, 0, 0, 4.63
2019/04/17 00:52:00, 24.25, 23.46, 23.29, 18.18, 16.23, 0, 0, 4.63
2019/04/17 00:53:00, 24.25, 23.44, 23.29, 18.15, 16.21, 0, 0, 4.63
2019/04/17 00:54:00, 24.25, 23.44, 23.30, 18.18, 16.23, 0, 0, 4.63
2019/04/17 00:55:00, 24.25, 23.49, 23.27, 18.15, 16.21, 0, 0, 4.63
2019/04/17 00:56:00, 24.25, 23.43, 23.25, 18.24, 16.25, 0, 0, 4.63
2019/04/17 00:57:00, 24.25, 23.44, 23.27, 18.18, 16.24, 0, 0, 4.63
2019/04/17 00:58:00, 24.25, 23.49, 23.28, 18.22, 16.23, 0, 0, 4.63
2019/04/17 00:59:00, 24.25, 23.44, 23.30, 18.15, 16.23, 0, 0, 4.63
2019/04/17 01:00:00, 24.25, 23.46, 23.29, 18.19, 16.20, 0, 0, 4.63
2019/04/17 01:01:00, 24.25, 23.46, 23.31, 18.11, 16.20, 0, 0, 4.63
2019/04/17 01:02:00, 24.25, 23.46, 23.32, 18.13, 16.17, 0, 0, 4.63
2019/04/17 01:03:00, 24.25, 23.44, 23.32, 18.13, 16.18, 0, 0, 4.63
2019/04/17 01:04:00, 24.25, 23.47, 23.33, 18.13, 16.17, 0, 0, 4.63
2019/04/17 01:05:00, 24.25, 23.43, 23.32, 18.19, 16.20, 0, 0, 4.63
2019/04/17 01:06:00, 24.25, 23.46, 23.32, 18.13, 16.17, 0, 0, 4.63
2019/04/17 01:07:00, 24.25, 23.47, 23.31, 18.15, 16.18, 0, 0, 4.63
2019/04/17 01:08:00, 24.25, 23.46, 23.30, 18.18, 16.17, 0, 0, 4.63
2019/04/17 01:09:00, 24.25, 23.47, 23.32, 18.11, 16.17, 0, 0, 4.63
2019/04/17 01:10:00, 24.25, 23.47, 23.32, 18.10, 16.14, 0, 0, 4.63
2019/04/17 01:11:00, 24.25, 23.49, 23.31, 18.21, 16.18, 0, 0, 4.63
2019/04/17 01:12:00, 24.25, 23.47, 23.32, 18.08, 16.14, 0, 0, 4.63
2019/04/17 01:13:00, 24.25, 23.46, 23.32, 18.15, 16.13, 0, 0, 4.63
2019/04/17 01:14:00, 24.25, 23.46, 23.31, 18.12, 16.13, 0, 0, 4.63
2019/04/17 01:15:00, 24.25, 23.47, 23.32, 18.14, 16.15, 0, 0, 4.63
2019/04/17 01:16:00, 24.25, 23.47, 23.32, 18.15, 16.16, 0, 0, 4.63
2019/04/17 01:17:00, 24.25, 23.49, 23.32, 18.13, 16.14, 0, 0, 4.63
2019/04/17 01:18:00, 24.25, 23.46, 23.29, 18.13, 16.17, 0, 0, 4.63
2019/04/17 01:19:00, 24.25, 23.47, 23.28, 18.10, 16.13, 0, 0, 4.63
2019/04/17 01:20:00, 24.25, 23.47, 23.32, 18.11, 16.13, 0, 0, 4.63
2019/04/17 01:21:00, 24.25, 23.47, 23.30, 18.13, 16.14, 0, 0, 4.63
2019/04/17 01:22:00, 24.25, 23.47, 23.28, 18.13, 16.14, 0, 0, 4.63
2019/04/17 01:23:00, 24.25, 23.49, 23.31, 18.10, 16.10, 0, 0, 4.63
2019/04/17 01:24:00, 24.25, 23.50, 23.33, 18.13, 16.13, 0, 0, 4.63
2019/04/17 01:25:00, 24.25, 23.46, 23.32, 18.10, 16.13, 0, 0, 4.63
2019/04/17 01:26:00, 24.25, 23.44, 23.30, 18.10, 16.14, 0, 0, 4.63
2019/04/17 01:27:00, 24.25, 23.46, 23.30, 18.08, 16.10, 0, 0, 4.63
2019/04/17 01:28:00, 24.25, 23.44, 23.29, 18.14, 16.12, 0, 0, 4.63
2019/04/17 01:29:00, 24.25, 23.44, 23.29, 18.08, 16.13, 0, 0, 4.63
2019/04/17 01:30:00, 24.25, 23.46, 23.31, 18.14, 16.15, 0, 0, 4.63
2019/04/17 01:31:00, 24.25, 23.47, 23.29, 18.10, 16.14, 0, 0, 4.63
2019/04/17 01:32:00, 24.25, 23.46, 23.28, 18.05, 16.11, 0, 0, 4.63
2019/04/17 01:33:00, 24.25, 23.44, 23.29, 18.13, 16.12, 0, 0, 4.63
2019/04/17 01:34:00, 24.25, 23.47, 23.28, 18.10, 16.13, 0, 0, 4.63
2019/04/17 01:35:00, 24.25, 23.44, 23.31, 18.21, 16.12, 0, 0, 4.63
2019/04/17 01:36:00, 24.25, 23.44, 23.31, 18.10, 16.10, 0, 0, 4.63
2019/04/17 01:37:00, 24.25, 23.47, 23.30, 18.01, 16.10, 0, 0, 4.63
2019/04/17 01:38:00, 24.25, 23.46, 23.29, 18.08, 16.11, 0, 0, 4.63
2019/04/17 01:39:00, 24.25, 23.46, 23.31, 18.10, 16.11, 0, 0, 4.63
2019/04/17 01:40:00, 24.25, 23.46, 23.28, 18.11, 16.09, 0, 0, 4.63
2019/04/17 01:41:00, 24.25, 23.46, 23.30, 18.05, 16.10, 0, 0, 4.63
2019/04/17 01:42:00, 24.25, 23.46, 23.31, 18.13, 16.09, 0, 0, 4.63
2019/04/17 01:43:00, 24.25, 23.44, 23.29, 18.11, 16.10, 0, 0, 4.63
2019/04/17 01:44:00, 24.25, 23.46, 23.29, 18.12, 16.10, 0, 0, 4.63
2019/04/17 01:45:00, 24.25, 23.44, 23.28, 18.03, 16.10, 0, 0, 4.63
2019/04/17 01:46:00, 24.25, 23.43, 23.27, 18.10, 16.12, 0, 0, 4.63
2019/04/17 01:47:00, 24.25, 23.47, 23.28, 18.18, 16.14, 0, 0, 4.63
2019/04/17 01:48:00, 24.25, 23.46, 23.31, 18.13, 16.10, 0, 0, 4.63
2019/04/17 01:49:00, 24.25, 23.44, 23.29, 18.06, 16.10, 0, 0, 4.63
2019/04/17 01:50:00, 24.25, 23.43, 23.28, 18.06, 16.08, 0, 0, 4.63
2019/04/17 01:51:00, 24.25, 23.42, 23.27, 18.06, 16.09, 0, 0, 4.63
2019/04/17 01:52:00, 24.25, 23.43, 23.28, 18.08, 16.10, 0, 0, 4.63
2019/04/17 01:53:00, 24.25, 23.44, 23.28, 18.10, 16.07, 0, 0, 4.63
2019/04/17 01:54:00, 24.25, 23.43, 23.29, 18.14, 16.09, 0, 0, 4.63
2019/04/17 01:55:00, 24.25, 23.44, 23.27, 18.08, 16.08, 0, 0, 4.63
2019/04/17 01:56:00, 24.25, 23.44, 23.27, 18.05, 16.09, 0, 0, 4.63
2019/04/17 01:57:00, 24.25, 23.43, 23.25, 18.06, 16.10, 0, 0, 4.63
2019/04/17 01:58:00, 24.25, 23.44, 23.27, 18.08, 16.09, 0, 0, 4.63
2019/04/17 01:59:00, 24.25, 23.44, 23.28, 18.10, 16.10, 0, 0, 4.63
2019/04/17 02:00:00, 24.25, 23.44, 23.29, 18.10, 16.07, 0, 0, 4.63
2019/04/17 02:01:00, 24.25, 23.46, 23.29, 18.03, 16.05, 0, 0, 4.63
2019/04/17 02:02:00, 24.25, 23.49, 23.29, 18.10, 16.06, 0, 0, 4.63
2019/04/17 02:03:00, 24.25, 23.46, 23.28, 18.08, 16.08, 0, 0, 4.63
2019/04/17 02:04:00, 24.25, 23.43, 23.28, 18.10, 16.10, 0, 0, 4.63
2019/04/17 02:05:00, 24.25, 23.44, 23.28, 18.01, 16.09, 0, 0, 4.63
2019/04/17 02:06:00, 24.25, 23.43, 23.28, 18.08, 16.10, 0, 0, 4.63
2019/04/17 02:07:00, 24.25, 23.43, 23.28, 18.14, 16.10, 0, 0, 4.63
2019/04/17 02:08:00, 24.25, 23.44, 23.25, 18.08, 16.09, 0, 0, 4.63
2019/04/17 02:09:00, 24.25, 23.44, 23.28, 18.03, 16.10, 0, 0, 4.63
