Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/10 00:29:00, 23.50, 21.42, 21.21, 35.40, 33.58, 0, 0, 4.16
2019/04/10 00:30:00, 23.50, 21.32, 21.12, 35.64, 33.75, 0, 0, 4.17
2019/04/10 00:31:00, 23.50, 21.29, 21.09, 35.72, 33.94, 0, 0, 4.17
2019/04/10 00:32:00, 23.25, 21.22, 21.01, 35.82, 34.03, 0, 0, 4.17
2019/04/10 00:33:00, 23.25, 21.16, 20.98, 36.02, 34.19, 0, 0, 4.17
2019/04/10 00:34:00, 23.00, 21.13, 20.95, 36.14, 34.28, 0, 0, 4.17
2019/04/10 00:35:00, 23.00, 21.06, 20.91, 36.00, 34.32, 0, 0, 4.17
2019/04/10 00:36:00, 23.00, 21.05, 20.86, 36.09, 34.35, 0, 0, 4.17
2019/04/10 00:37:00, 22.75, 21.02, 20.82, 36.11, 34.42, 0, 0, 4.17
2019/04/10 00:38:00, 22.75, 20.99, 20.82, 36.07, 34.35, 0, 0, 4.17
2019/04/10 00:39:00, 22.75, 20.97, 20.77, 36.24, 34.51, 0, 0, 4.17
2019/04/10 00:40:00, 22.50, 20.94, 20.76, 36.26, 34.50, 0, 0, 4.17
2019/04/10 00:41:00, 22.50, 20.91, 20.73, 36.15, 34.48, 0, 0, 4.17
2019/04/10 00:42:00, 22.50, 20.91, 20.70, 36.38, 34.61, 0, 0, 4.17
2019/04/10 00:43:00, 22.50, 20.90, 20.69, 36.31, 34.61, 0, 0, 4.17
2019/04/10 00:44:00, 22.50, 20.87, 20.69, 36.40, 34.66, 0, 0, 4.17
2019/04/10 00:45:00, 22.25, 20.84, 20.67, 36.40, 34.62, 0, 0, 4.18
2019/04/10 00:46:00, 22.25, 20.85, 20.66, 36.19, 34.52, 0, 0, 4.17
2019/04/10 00:47:00, 22.25, 20.83, 20.66, 36.27, 34.61, 0, 0, 4.18
2019/04/10 00:48:00, 22.25, 20.85, 20.64, 36.21, 34.68, 0, 0, 4.17
2019/04/10 00:49:00, 22.25, 20.85, 20.66, 36.80, 34.71, 0, 0, 4.18
2019/04/10 00:50:00, 22.00, 20.83, 20.62, 36.20, 34.58, 0, 0, 4.18
2019/04/10 00:51:00, 22.00, 20.83, 20.62, 36.28, 34.61, 0, 0, 4.18
2019/04/10 00:52:00, 22.00, 20.81, 20.61, 36.24, 34.55, 0, 0, 4.18
2019/04/10 00:53:00, 22.00, 20.80, 20.62, 36.24, 34.67, 0, 0, 4.18
2019/04/10 00:54:00, 22.00, 20.81, 20.62, 36.28, 34.60, 0, 0, 4.18
2019/04/10 00:55:00, 22.00, 20.77, 20.60, 36.20, 34.58, 0, 0, 4.18
2019/04/10 00:56:00, 21.75, 20.80, 20.61, 36.41, 34.61, 0, 0, 4.18
2019/04/10 00:57:00, 21.75, 20.78, 20.58, 36.23, 34.55, 0, 0, 4.18
2019/04/10 00:58:00, 21.75, 20.74, 20.57, 36.36, 34.55, 0, 0, 4.18
2019/04/10 00:59:00, 21.75, 20.74, 20.55, 36.33, 34.64, 0, 0, 4.18
2019/04/10 01:00:00, 21.75, 20.74, 20.54, 36.36, 34.59, 0, 0, 4.18
2019/04/10 01:01:00, 21.75, 20.74, 20.54, 36.24, 34.58, 0, 0, 4.18
2019/04/10 01:02:00, 21.75, 20.71, 20.53, 36.39, 34.61, 0, 0, 4.18
2019/04/10 01:03:00, 21.75, 20.67, 20.50, 36.44, 34.68, 0, 0, 4.18
2019/04/10 01:04:00, 21.75, 20.67, 20.50, 36.40, 34.65, 0, 0, 4.18
2019/04/10 01:05:00, 21.50, 20.67, 20.48, 36.45, 34.69, 0, 0, 4.18
2019/04/10 01:06:00, 21.50, 20.66, 20.46, 36.41, 34.67, 0, 0, 4.18
2019/04/10 01:07:00, 21.50, 20.67, 20.48, 36.42, 34.77, 0, 0, 4.18
2019/04/10 01:08:00, 21.50, 20.63, 20.47, 36.51, 34.81, 0, 0, 4.18
2019/04/10 01:09:00, 21.50, 20.64, 20.42, 36.41, 34.76, 0, 0, 4.18
2019/04/10 01:10:00, 21.50, 20.61, 20.42, 36.46, 34.75, 0, 0, 4.18
2019/04/10 01:11:00, 21.50, 20.63, 20.44, 36.32, 34.70, 0, 0, 4.18
2019/04/10 01:12:00, 21.50, 20.60, 20.44, 36.44, 34.71, 0, 0, 4.18
