Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/15 00:10:00, 23.25, 23.37, 23.18, 23.61, 21.85, 0, 0, 4.17
2019/04/15 00:11:00, 23.25, 23.36, 23.18, 23.49, 21.76, 0, 0, 4.17
2019/04/15 00:12:00, 23.25, 23.36, 23.17, 23.72, 21.90, 0, 0, 4.17
2019/04/15 00:13:00, 23.25, 23.39, 23.16, 23.62, 21.87, 0, 0, 4.17
2019/04/15 00:14:00, 23.25, 23.39, 23.16, 23.64, 21.93, 0, 0, 4.17
2019/04/15 00:15:00, 23.25, 23.39, 23.17, 23.81, 22.06, 0, 0, 4.17
2019/04/15 00:16:00, 23.25, 23.37, 23.17, 23.86, 22.13, 0, 0, 4.17
2019/04/15 00:17:00, 23.25, 23.40, 23.17, 23.79, 22.04, 0, 0, 4.17
2019/04/15 00:18:00, 23.25, 23.37, 23.16, 23.87, 22.05, 0, 0, 4.17
2019/04/15 00:19:00, 23.25, 23.37, 23.18, 23.71, 22.08, 0, 0, 4.17
2019/04/15 00:20:00, 23.25, 23.39, 23.17, 23.89, 22.04, 0, 0, 4.17
2019/04/15 00:21:00, 23.25, 23.37, 23.17, 23.96, 22.16, 0, 0, 4.17
2019/04/15 00:22:00, 23.25, 23.40, 23.17, 24.02, 22.24, 0, 0, 4.17
2019/04/15 00:23:00, 23.25, 23.40, 23.18, 23.90, 22.19, 0, 0, 4.17
2019/04/15 00:24:00, 23.25, 23.36, 23.17, 23.71, 22.09, 0, 0, 4.17
2019/04/15 00:25:00, 23.25, 23.39, 23.16, 23.93, 22.10, 0, 0, 4.17
2019/04/15 00:26:00, 23.25, 23.40, 23.18, 24.02, 22.26, 0, 0, 4.17
2019/04/15 00:27:00, 23.25, 23.37, 23.17, 23.77, 22.14, 0, 0, 4.17
2019/04/15 00:28:00, 23.25, 23.42, 23.18, 23.74, 22.05, 0, 0, 4.17
2019/04/15 00:29:00, 23.25, 23.42, 23.20, 23.86, 22.05, 0, 0, 4.17
2019/04/15 00:30:00, 23.25, 23.40, 23.19, 23.83, 22.09, 0, 0, 4.17
2019/04/15 00:31:00, 23.25, 23.37, 23.19, 23.58, 21.94, 0, 0, 4.17
2019/04/15 00:32:00, 23.25, 23.39, 23.16, 23.61, 21.89, 0, 0, 4.17
2019/04/15 00:33:00, 23.25, 23.37, 23.18, 23.80, 21.98, 0, 0, 4.17
2019/04/15 00:34:00, 23.25, 23.39, 23.18, 24.05, 22.20, 0, 0, 4.17
2019/04/15 00:35:00, 23.25, 23.39, 23.18, 24.01, 22.28, 0, 0, 4.17
2019/04/15 00:36:00, 23.25, 23.40, 23.18, 23.95, 22.19, 0, 0, 4.17
2019/04/15 00:37:00, 23.25, 23.39, 23.18, 23.93, 22.17, 0, 0, 4.17
2019/04/15 00:38:00, 23.25, 23.42, 23.18, 23.77, 22.13, 0, 0, 4.17
2019/04/15 00:39:00, 23.25, 23.39, 23.17, 23.70, 22.05, 0, 0, 4.17
2019/04/15 00:40:00, 23.25, 23.42, 23.17, 23.65, 21.96, 0, 0, 4.17
2019/04/15 00:41:00, 23.25, 23.39, 23.18, 23.67, 21.93, 0, 0, 4.17
2019/04/15 00:42:00, 23.25, 23.39, 23.18, 23.74, 21.99, 0, 0, 4.17
2019/04/15 00:43:00, 23.25, 23.39, 23.18, 23.81, 22.05, 0, 0, 4.17
2019/04/15 00:44:00, 23.25, 23.40, 23.19, 23.78, 22.12, 0, 0, 4.17
2019/04/15 00:45:00, 23.25, 23.39, 23.18, 23.81, 22.19, 0, 0, 4.17
2019/04/15 00:46:00, 23.25, 23.37, 23.19, 23.77, 22.06, 0, 0, 4.17
2019/04/15 00:47:00, 23.25, 23.39, 23.20, 23.80, 22.08, 0, 0, 4.17
2019/04/15 00:48:00, 23.25, 23.39, 23.17, 23.71, 21.98, 0, 0, 4.17
2019/04/15 00:49:00, 23.25, 23.40, 23.19, 23.71, 21.99, 0, 0, 4.17
2019/04/15 00:50:00, 23.25, 23.42, 23.19, 23.64, 21.92, 0, 0, 4.17
2019/04/15 00:51:00, 23.25, 23.42, 23.19, 23.70, 21.95, 0, 0, 4.17
2019/04/15 00:52:00, 23.25, 23.40, 23.20, 23.79, 22.04, 0, 0, 4.17
2019/04/15 00:53:00, 23.25, 23.40, 23.20, 23.78, 21.99, 0, 0, 4.17
2019/04/15 00:54:00, 23.25, 23.42, 23.19, 23.83, 22.09, 0, 0, 4.17
2019/04/15 00:55:00, 23.25, 23.40, 23.18, 23.77, 22.05, 0, 0, 4.17
2019/04/15 00:56:00, 23.25, 23.39, 23.20, 23.77, 22.06, 0, 0, 4.17
2019/04/15 00:57:00, 23.25, 23.42, 23.18, 23.92, 22.12, 0, 0, 4.17
2019/04/15 00:58:00, 23.25, 23.40, 23.19, 23.95, 22.21, 0, 0, 4.17
2019/04/15 00:59:00, 23.25, 23.40, 23.19, 23.91, 22.21, 0, 0, 4.17
2019/04/15 01:00:00, 23.25, 23.42, 23.19, 23.84, 22.15, 0, 0, 4.17
2019/04/15 01:01:00, 23.25, 23.39, 23.17, 23.89, 22.12, 0, 0, 4.17
2019/04/15 01:02:00, 23.25, 23.39, 23.21, 23.89, 22.16, 0, 0, 4.17
2019/04/15 01:03:00, 23.25, 23.40, 23.19, 23.86, 22.12, 0, 0, 4.17
2019/04/15 01:04:00, 23.25, 23.42, 23.21, 23.78, 22.10, 0, 0, 4.17
2019/04/15 01:05:00, 23.25, 23.39, 23.19, 23.93, 22.14, 0, 0, 4.17
2019/04/15 01:06:00, 23.25, 23.40, 23.20, 23.89, 22.16, 0, 0, 4.17
2019/04/15 01:07:00, 23.25, 23.37, 23.19, 23.99, 22.26, 0, 0, 4.17
2019/04/15 01:08:00, 23.25, 23.40, 23.20, 23.89, 22.16, 0, 0, 4.17
2019/04/15 01:09:00, 23.25, 23.42, 23.20, 23.95, 22.24, 0, 0, 4.17
2019/04/15 01:10:00, 23.25, 23.40, 23.17, 23.80, 22.11, 0, 0, 4.17
2019/04/15 01:11:00, 23.25, 23.40, 23.19, 23.83, 22.12, 0, 0, 4.17
2019/04/15 01:12:00, 23.25, 23.40, 23.18, 23.99, 22.16, 0, 0, 4.17
2019/04/15 01:13:00, 23.25, 23.40, 23.18, 24.03, 22.25, 0, 0, 4.17
2019/04/15 01:14:00, 23.25, 23.40, 23.18, 24.01, 22.23, 0, 0, 4.17
2019/04/15 01:15:00, 23.25, 23.40, 23.18, 24.09, 22.33, 0, 0, 4.17
2019/04/15 01:16:00, 23.25, 23.39, 23.17, 23.89, 22.28, 0, 0, 4.17
2019/04/15 01:17:00, 23.25, 23.39, 23.19, 23.90, 22.14, 0, 0, 4.17
2019/04/15 01:18:00, 23.25, 23.40, 23.18, 23.90, 22.12, 0, 0, 4.17
2019/04/15 01:19:00, 23.25, 23.39, 23.17, 23.75, 22.08, 0, 0, 4.17
2019/04/15 01:20:00, 23.25, 23.40, 23.18, 23.86, 22.08, 0, 0, 4.17
2019/04/15 01:21:00, 23.25, 23.39, 23.18, 23.95, 22.19, 0, 0, 4.17
2019/04/15 01:22:00, 23.25, 23.42, 23.18, 23.99, 22.28, 0, 0, 4.17
2019/04/15 01:23:00, 23.25, 23.39, 23.20, 23.93, 22.20, 0, 0, 4.17
2019/04/15 01:24:00, 23.25, 23.40, 23.19, 23.80, 22.15, 0, 0, 4.17
2019/04/15 01:25:00, 23.25, 23.40, 23.18, 23.96, 22.16, 0, 0, 4.17
2019/04/15 01:26:00, 23.25, 23.37, 23.18, 23.96, 22.26, 0, 0, 4.17
2019/04/15 01:27:00, 23.25, 23.39, 23.18, 24.06, 22.32, 0, 0, 4.17
2019/04/15 01:28:00, 23.25, 23.40, 23.19, 23.97, 22.35, 0, 0, 4.17
2019/04/15 01:29:00, 23.25, 23.39, 23.21, 23.84, 22.16, 0, 0, 4.17
2019/04/15 01:30:00, 23.25, 23.39, 23.18, 23.73, 22.06, 0, 0, 4.17
2019/04/15 01:31:00, 23.25, 23.37, 23.19, 24.12, 22.13, 0, 0, 4.17
2019/04/15 01:32:00, 23.25, 23.40, 23.18, 24.09, 22.38, 0, 0, 4.17
2019/04/15 01:33:00, 23.25, 23.39, 23.19, 23.79, 22.19, 0, 0, 4.17
2019/04/15 01:34:00, 23.25, 23.40, 23.19, 23.81, 22.11, 0, 0, 4.17
2019/04/15 01:35:00, 23.25, 23.39, 23.20, 24.08, 22.27, 0, 0, 4.17
2019/04/15 01:36:00, 23.25, 23.40, 23.19, 23.97, 22.30, 0, 0, 4.17
2019/04/15 01:37:00, 23.25, 23.40, 23.19, 23.90, 22.21, 0, 0, 4.17
2019/04/15 01:38:00, 23.25, 23.42, 23.20, 23.90, 22.12, 0, 0, 4.17
2019/04/15 01:39:00, 23.25, 23.40, 23.20, 23.80, 22.06, 0, 0, 4.17
2019/04/15 01:40:00, 23.25, 23.43, 23.19, 24.21, 22.32, 0, 0, 4.17
2019/04/15 01:41:00, 23.25, 23.43, 23.19, 24.12, 22.45, 0, 0, 4.17
2019/04/15 01:42:00, 23.25, 23.42, 23.20, 24.24, 22.49, 0, 0, 4.17
2019/04/15 01:43:00, 23.25, 23.40, 23.20, 24.37, 22.63, 0, 0, 4.17
2019/04/15 01:44:00, 23.25, 23.42, 23.19, 24.33, 22.61, 0, 0, 4.17
2019/04/15 01:45:00, 23.25, 23.44, 23.20, 24.09, 22.45, 0, 0, 4.17
2019/04/15 01:46:00, 23.25, 23.39, 23.20, 24.06, 22.36, 0, 0, 4.17
2019/04/15 01:47:00, 23.25, 23.39, 23.21, 24.08, 22.33, 0, 0, 4.17
2019/04/15 01:48:00, 23.25, 23.42, 23.19, 24.47, 22.57, 0, 0, 4.17
2019/04/15 01:49:00, 23.25, 23.40, 23.21, 24.30, 22.61, 0, 0, 4.17
2019/04/15 01:50:00, 23.25, 23.40, 23.22, 24.39, 22.64, 0, 0, 4.17
2019/04/15 01:51:00, 23.25, 23.40, 23.19, 24.36, 22.56, 0, 0, 4.17
2019/04/15 01:52:00, 23.25, 23.43, 23.18, 24.17, 22.37, 0, 0, 4.17
2019/04/15 01:53:00, 23.25, 23.42, 23.20, 23.92, 22.26, 0, 0, 4.17
2019/04/15 01:54:00, 23.25, 23.42, 23.22, 24.09, 22.27, 0, 0, 4.17
2019/04/15 01:55:00, 23.25, 23.43, 23.20, 24.30, 22.54, 0, 0, 4.17
2019/04/15 01:56:00, 23.25, 23.40, 23.21, 24.06, 22.40, 0, 0, 4.17
2019/04/15 01:57:00, 23.25, 23.40, 23.21, 24.05, 22.35, 0, 0, 4.17
2019/04/15 01:58:00, 23.25, 23.40, 23.20, 24.21, 22.47, 0, 0, 4.17
2019/04/15 01:59:00, 23.25, 23.43, 23.21, 24.08, 22.54, 0, 0, 4.17
2019/04/15 02:00:00, 23.25, 23.40, 23.21, 24.19, 22.48, 0, 0, 4.17
2019/04/15 02:01:00, 23.25, 23.40, 23.20, 24.07, 22.46, 0, 0, 4.17
2019/04/15 02:02:00, 23.25, 23.42, 23.18, 23.97, 22.32, 0, 0, 4.17
2019/04/15 02:03:00, 23.25, 23.42, 23.22, 23.90, 22.22, 0, 0, 4.17
2019/04/15 02:04:00, 23.25, 23.43, 23.19, 23.90, 22.17, 0, 0, 4.17
2019/04/15 02:05:00, 23.25, 23.42, 23.22, 24.24, 22.30, 0, 0, 4.17
2019/04/15 02:06:00, 23.25, 23.40, 23.21, 24.27, 22.47, 0, 0, 4.17
2019/04/15 02:07:00, 23.25, 23.42, 23.19, 24.37, 22.55, 0, 0, 4.17
2019/04/15 02:08:00, 23.25, 23.43, 23.21, 24.30, 22.61, 0, 0, 4.17
2019/04/15 02:09:00, 23.25, 23.42, 23.20, 24.23, 22.54, 0, 0, 4.17
2019/04/15 02:10:00, 23.25, 23.40, 23.21, 24.25, 22.59, 0, 0, 4.17
2019/04/15 02:11:00, 23.25, 23.42, 23.22, 24.33, 22.62, 0, 0, 4.17
2019/04/15 02:12:00, 23.25, 23.40, 23.22, 24.34, 22.64, 0, 0, 4.17
2019/04/15 02:13:00, 23.25, 23.42, 23.22, 24.39, 22.71, 0, 0, 4.17
2019/04/15 02:14:00, 23.25, 23.42, 23.20, 24.12, 22.45, 0, 0, 4.17
2019/04/15 02:15:00, 23.25, 23.40, 23.20, 24.21, 22.46, 0, 0, 4.17
2019/04/15 02:16:00, 23.25, 23.43, 23.20, 24.30, 22.48, 0, 0, 4.17
2019/04/15 02:17:00, 23.25, 23.44, 23.22, 24.33, 22.48, 0, 0, 4.17
2019/04/15 02:18:00, 23.25, 23.42, 23.20, 24.49, 22.68, 0, 0, 4.17
2019/04/15 02:19:00, 23.25, 23.40, 23.21, 24.45, 22.72, 0, 0, 4.17
2019/04/15 02:20:00, 23.25, 23.44, 23.21, 24.33, 22.64, 0, 0, 4.17
2019/04/15 02:21:00, 23.25, 23.42, 23.21, 24.34, 22.51, 0, 0, 4.17
2019/04/15 02:22:00, 23.25, 23.43, 23.22, 24.28, 22.55, 0, 0, 4.17
2019/04/15 02:23:00, 23.25, 23.43, 23.21, 24.43, 22.64, 0, 0, 4.17
2019/04/15 02:24:00, 23.25, 23.42, 23.22, 24.52, 22.71, 0, 0, 4.17
2019/04/15 02:25:00, 23.25, 23.42, 23.21, 24.36, 22.67, 0, 0, 4.17
2019/04/15 02:26:00, 23.25, 23.42, 23.20, 24.34, 22.67, 0, 0, 4.17
2019/04/15 02:27:00, 23.25, 23.42, 23.22, 24.42, 22.64, 0, 0, 4.17
2019/04/15 02:28:00, 23.25, 23.43, 23.22, 24.33, 22.61, 0, 0, 4.17
2019/04/15 02:29:00, 23.25, 23.42, 23.22, 24.36, 22.58, 0, 0, 4.17
2019/04/15 02:30:00, 23.25, 23.42, 23.22, 24.24, 22.51, 0, 0, 4.17
2019/04/15 02:31:00, 23.25, 23.43, 23.21, 24.43, 22.60, 0, 0, 4.17
2019/04/15 02:32:00, 23.25, 23.44, 23.22, 24.19, 22.52, 0, 0, 4.17
2019/04/15 02:33:00, 23.25, 23.44, 23.21, 24.19, 22.54, 0, 0, 4.17
2019/04/15 02:34:00, 23.25, 23.43, 23.20, 24.12, 22.38, 0, 0, 4.17
2019/04/15 02:35:00, 23.25, 23.43, 23.23, 24.01, 22.32, 0, 0, 4.17
2019/04/15 02:36:00, 23.25, 23.42, 23.21, 24.15, 22.41, 0, 0, 4.17
2019/04/15 02:37:00, 23.25, 23.42, 23.20, 24.11, 22.42, 0, 0, 4.17
2019/04/15 02:38:00, 23.25, 23.40, 23.22, 24.27, 22.54, 0, 0, 4.17
