Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/09 00:16:00, 21.75, 21.80, 21.57, 35.46, 33.82, 0, 0, 4.18
2019/04/09 00:17:00, 21.75, 21.78, 21.55, 35.47, 33.81, 0, 0, 4.18
2019/04/09 00:18:00, 21.75, 21.81, 21.55, 35.49, 33.84, 0, 0, 4.18
2019/04/09 00:19:00, 21.75, 21.75, 21.54, 35.46, 33.81, 0, 0, 4.18
2019/04/09 00:20:00, 21.75, 21.77, 21.55, 35.47, 33.83, 0, 0, 4.18
2019/04/09 00:21:00, 21.75, 21.75, 21.53, 35.54, 33.84, 0, 0, 4.18
2019/04/09 00:22:00, 21.75, 21.75, 21.54, 35.50, 33.84, 0, 0, 4.18
2019/04/09 00:23:00, 21.75, 21.75, 21.53, 35.43, 33.81, 0, 0, 4.18
2019/04/09 00:24:00, 21.75, 21.77, 21.53, 35.49, 33.85, 0, 0, 4.18
2019/04/09 00:25:00, 21.75, 21.75, 21.52, 35.50, 33.85, 0, 0, 4.18
2019/04/09 00:26:00, 21.75, 21.77, 21.52, 35.54, 33.87, 0, 0, 4.18
2019/04/09 00:27:00, 21.50, 21.75, 21.51, 35.55, 33.87, 0, 0, 4.18
2019/04/09 00:28:00, 21.75, 21.73, 21.51, 35.55, 33.87, 0, 0, 4.18
2019/04/09 00:29:00, 21.75, 21.75, 21.53, 35.51, 33.90, 0, 0, 4.18
2019/04/09 00:30:00, 21.50, 21.73, 21.49, 35.54, 33.89, 0, 0, 4.18
2019/04/09 00:31:00, 21.50, 21.71, 21.49, 35.57, 33.88, 0, 0, 4.18
2019/04/09 00:32:00, 21.50, 21.73, 21.47, 35.57, 33.90, 0, 0, 4.18
2019/04/09 00:33:00, 21.50, 21.71, 21.45, 35.61, 33.91, 0, 0, 4.18
2019/04/09 00:34:00, 21.50, 21.71, 21.47, 35.57, 33.92, 0, 0, 4.18
2019/04/09 00:35:00, 21.50, 21.68, 21.50, 35.61, 33.93, 0, 0, 4.18
2019/04/09 00:36:00, 21.50, 21.68, 21.45, 35.59, 33.93, 0, 0, 4.18
2019/04/09 00:37:00, 21.50, 21.68, 21.45, 35.57, 33.94, 0, 0, 4.18
2019/04/09 00:38:00, 21.50, 21.68, 21.45, 35.61, 33.94, 0, 0, 4.18
2019/04/09 00:39:00, 21.50, 21.70, 21.45, 35.61, 33.93, 0, 0, 4.18
2019/04/09 00:40:00, 21.50, 21.68, 21.43, 35.63, 33.94, 0, 0, 4.18
2019/04/09 00:41:00, 21.50, 21.70, 21.41, 35.64, 33.96, 0, 0, 4.18
2019/04/09 00:42:00, 21.50, 21.68, 21.42, 35.66, 33.97, 0, 0, 4.18
2019/04/09 00:43:00, 21.50, 21.67, 21.42, 35.65, 33.97, 0, 0, 4.18
2019/04/09 00:44:00, 21.50, 21.66, 21.41, 35.60, 33.99, 0, 0, 4.18
2019/04/09 00:45:00, 21.50, 21.64, 21.42, 35.62, 33.97, 0, 0, 4.18
2019/04/09 00:46:00, 21.50, 21.64, 21.43, 35.62, 33.96, 0, 0, 4.18
2019/04/09 00:47:00, 21.50, 21.66, 21.42, 35.61, 33.97, 0, 0, 4.18
2019/04/09 00:48:00, 21.50, 21.66, 21.43, 35.64, 33.98, 0, 0, 4.18
2019/04/09 00:49:00, 21.50, 21.66, 21.40, 35.62, 33.97, 0, 0, 4.18
2019/04/09 00:50:00, 21.50, 21.64, 21.38, 35.63, 33.99, 0, 0, 4.18
2019/04/09 00:51:00, 21.50, 21.63, 21.38, 35.66, 33.98, 0, 0, 4.18
2019/04/09 00:52:00, 21.50, 21.63, 21.40, 35.66, 33.97, 0, 0, 4.18
2019/04/09 00:53:00, 21.50, 21.61, 21.39, 35.64, 33.98, 0, 0, 4.18
2019/04/09 00:54:00, 21.50, 21.61, 21.39, 35.59, 33.99, 0, 0, 4.18
2019/04/09 00:55:00, 21.50, 21.60, 21.39, 35.62, 34.00, 0, 0, 4.18
2019/04/09 00:56:00, 21.50, 21.60, 21.36, 35.60, 34.01, 0, 0, 4.18
2019/04/09 00:57:00, 21.50, 21.63, 21.39, 35.64, 33.98, 0, 0, 4.18
2019/04/09 00:58:00, 21.50, 21.60, 21.37, 35.64, 34.02, 0, 0, 4.18
2019/04/09 00:59:00, 21.50, 21.60, 21.36, 35.62, 34.00, 0, 0, 4.18
2019/04/09 01:00:00, 21.50, 21.61, 21.36, 35.67, 34.02, 0, 0, 4.18
2019/04/09 01:01:00, 21.50, 21.58, 21.36, 35.66, 34.03, 0, 0, 4.18
2019/04/09 01:02:00, 21.50, 21.58, 21.35, 35.73, 34.03, 0, 0, 4.18
2019/04/09 01:03:00, 21.50, 21.60, 21.36, 35.72, 34.05, 0, 0, 4.18
2019/04/09 01:04:00, 21.50, 21.58, 21.35, 35.73, 34.06, 0, 0, 4.18
2019/04/09 01:05:00, 21.50, 21.57, 21.34, 35.74, 34.06, 0, 0, 4.18
2019/04/09 01:06:00, 21.50, 21.54, 21.31, 35.77, 34.09, 0, 0, 4.18
2019/04/09 01:07:00, 21.50, 21.57, 21.32, 35.74, 34.10, 0, 0, 4.18
2019/04/09 01:08:00, 21.50, 21.54, 21.34, 35.76, 34.12, 0, 0, 4.18
2019/04/09 01:09:00, 21.50, 21.54, 21.32, 35.77, 34.13, 0, 0, 4.18
2019/04/09 01:10:00, 21.50, 21.54, 21.29, 35.77, 34.14, 0, 0, 4.18
2019/04/09 01:11:00, 21.50, 21.54, 21.32, 35.76, 34.15, 0, 0, 4.18
2019/04/09 01:12:00, 21.50, 21.54, 21.30, 35.77, 34.14, 0, 0, 4.18
2019/04/09 01:13:00, 21.50, 21.54, 21.31, 35.80, 34.16, 0, 0, 4.18
2019/04/09 01:14:00, 21.50, 21.52, 21.30, 35.79, 34.16, 0, 0, 4.18
2019/04/09 01:15:00, 21.50, 21.53, 21.29, 35.81, 34.16, 0, 0, 4.18
2019/04/09 01:16:00, 21.50, 21.50, 21.30, 35.84, 34.16, 0, 0, 4.18
2019/04/09 01:17:00, 21.50, 21.53, 21.29, 35.86, 34.21, 0, 0, 4.18
2019/04/09 01:18:00, 21.50, 21.52, 21.28, 35.83, 34.19, 0, 0, 4.18
2019/04/09 01:19:00, 21.50, 21.53, 21.28, 35.86, 34.18, 0, 0, 4.18
2019/04/09 01:20:00, 21.50, 21.52, 21.26, 35.81, 34.19, 0, 0, 4.18
2019/04/09 01:21:00, 21.50, 21.50, 21.29, 35.83, 34.20, 0, 0, 4.18
2019/04/09 01:22:00, 21.50, 21.50, 21.26, 35.86, 34.21, 0, 0, 4.18
2019/04/09 01:23:00, 21.50, 21.49, 21.26, 35.91, 34.21, 0, 0, 4.18
2019/04/09 01:24:00, 21.50, 21.50, 21.25, 35.86, 34.22, 0, 0, 4.18
2019/04/09 01:25:00, 21.25, 21.49, 21.23, 35.86, 34.22, 0, 0, 4.18
2019/04/09 01:26:00, 21.25, 21.47, 21.24, 35.87, 34.22, 0, 0, 4.18
2019/04/09 01:27:00, 21.50, 21.47, 21.25, 35.87, 34.21, 0, 0, 4.18
2019/04/09 01:28:00, 21.25, 21.47, 21.24, 35.86, 34.21, 0, 0, 4.18
2019/04/09 01:29:00, 21.25, 21.50, 21.26, 35.89, 34.23, 0, 0, 4.18
2019/04/09 01:30:00, 21.25, 21.47, 21.24, 35.88, 34.23, 0, 0, 4.18
2019/04/09 01:31:00, 21.25, 21.47, 21.24, 35.89, 34.24, 0, 0, 4.18
2019/04/09 01:32:00, 21.25, 21.47, 21.24, 35.88, 34.23, 0, 0, 4.18
2019/04/09 01:33:00, 21.25, 21.46, 21.22, 35.96, 34.26, 0, 0, 4.18
2019/04/09 01:34:00, 21.25, 21.46, 21.22, 35.93, 34.28, 0, 0, 4.18
2019/04/09 01:35:00, 21.25, 21.45, 21.23, 35.88, 34.27, 0, 0, 4.18
2019/04/09 01:36:00, 21.25, 21.45, 21.21, 35.98, 34.28, 0, 0, 4.18
2019/04/09 01:37:00, 21.25, 21.46, 21.20, 35.96, 34.30, 0, 0, 4.18
2019/04/09 01:38:00, 21.25, 21.45, 21.22, 35.97, 34.32, 0, 0, 4.18
2019/04/09 01:39:00, 21.25, 21.43, 21.20, 35.95, 34.34, 0, 0, 4.18
2019/04/09 01:40:00, 21.25, 21.43, 21.20, 36.01, 34.32, 0, 0, 4.18
2019/04/09 01:41:00, 21.25, 21.43, 21.19, 36.05, 34.35, 0, 0, 4.18
2019/04/09 01:42:00, 21.25, 21.40, 21.17, 36.08, 34.38, 0, 0, 4.18
2019/04/09 01:43:00, 21.25, 21.43, 21.19, 36.09, 34.42, 0, 0, 4.18
2019/04/09 01:44:00, 21.25, 21.42, 21.20, 36.13, 34.47, 0, 0, 4.18
2019/04/09 01:45:00, 21.25, 21.42, 21.19, 36.14, 34.51, 0, 0, 4.18
