Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/03 00:01:00, 23.50, 23.47, 23.27, 26.78, 24.89, 0, 0, 4.16
2019/04/03 00:02:00, 23.50, 23.44, 23.25, 26.82, 24.92, 0, 0, 4.16
2019/04/03 00:03:00, 23.50, 23.44, 23.25, 26.78, 24.86, 0, 0, 4.16
2019/04/03 00:04:00, 23.50, 23.42, 23.28, 26.84, 24.89, 0, 0, 4.16
2019/04/03 00:05:00, 23.50, 23.43, 23.25, 26.75, 24.84, 0, 0, 4.16
2019/04/03 00:06:00, 23.50, 23.44, 23.25, 26.70, 24.80, 0, 0, 4.16
2019/04/03 00:07:00, 23.50, 23.43, 23.25, 26.75, 24.79, 0, 0, 4.16
2019/04/03 00:08:00, 23.50, 23.42, 23.23, 26.74, 24.79, 0, 0, 4.16
2019/04/03 00:09:00, 23.50, 23.42, 23.24, 26.70, 24.78, 0, 0, 4.16
2019/04/03 00:10:00, 23.50, 23.43, 23.25, 26.67, 24.77, 0, 0, 4.16
2019/04/03 00:11:00, 23.50, 23.43, 23.24, 26.66, 24.79, 0, 0, 4.16
2019/04/03 00:12:00, 23.50, 23.43, 23.25, 26.67, 24.78, 0, 0, 4.16
2019/04/03 00:13:00, 23.50, 23.42, 23.23, 26.61, 24.72, 0, 0, 4.16
2019/04/03 00:14:00, 23.50, 23.42, 23.25, 26.60, 24.68, 0, 0, 4.16
2019/04/03 00:15:00, 23.50, 23.40, 23.25, 26.66, 24.70, 0, 0, 4.16
2019/04/03 00:16:00, 23.50, 23.40, 23.25, 26.70, 24.68, 0, 0, 4.16
2019/04/03 00:17:00, 23.50, 23.42, 23.24, 26.58, 24.68, 0, 0, 4.16
2019/04/03 00:18:00, 23.50, 23.39, 23.23, 26.57, 24.63, 0, 0, 4.16
2019/04/03 00:19:00, 23.50, 23.37, 23.24, 26.60, 24.63, 0, 0, 4.16
2019/04/03 00:20:00, 23.50, 23.39, 23.22, 26.52, 24.64, 0, 0, 4.16
2019/04/03 00:21:00, 23.50, 23.39, 23.23, 26.51, 24.60, 0, 0, 4.16
2019/04/03 00:22:00, 23.50, 23.39, 23.22, 26.50, 24.61, 0, 0, 4.16
2019/04/03 00:23:00, 23.50, 23.40, 23.22, 26.48, 24.58, 0, 0, 4.16
2019/04/03 00:24:00, 23.50, 23.39, 23.22, 26.45, 24.57, 0, 0, 4.16
2019/04/03 00:25:00, 23.50, 23.39, 23.20, 26.51, 24.57, 0, 0, 4.16
2019/04/03 00:26:00, 23.50, 23.39, 23.22, 26.49, 24.57, 0, 0, 4.16
2019/04/03 00:27:00, 23.50, 23.37, 23.19, 26.38, 24.50, 0, 0, 4.16
2019/04/03 00:28:00, 23.50, 23.39, 23.22, 26.38, 24.44, 0, 0, 4.16
2019/04/03 00:29:00, 23.50, 23.37, 23.22, 26.29, 24.45, 0, 0, 4.16
2019/04/03 00:30:00, 23.50, 23.39, 23.21, 26.35, 24.44, 0, 0, 4.16
2019/04/03 00:31:00, 23.50, 23.37, 23.22, 26.33, 24.41, 0, 0, 4.16
2019/04/03 00:32:00, 23.50, 23.37, 23.20, 26.32, 24.40, 0, 0, 4.16
2019/04/03 00:33:00, 23.50, 23.37, 23.19, 26.32, 24.41, 0, 0, 4.16
2019/04/03 00:34:00, 23.50, 23.36, 23.19, 26.32, 24.42, 0, 0, 4.16
2019/04/03 00:35:00, 23.50, 23.37, 23.20, 26.35, 24.41, 0, 0, 4.16
2019/04/03 00:36:00, 23.50, 23.37, 23.21, 26.29, 24.38, 0, 0, 4.16
2019/04/03 00:37:00, 23.50, 23.39, 23.21, 26.28, 24.36, 0, 0, 4.16
2019/04/03 00:38:00, 23.50, 23.36, 23.19, 26.25, 24.35, 0, 0, 4.16
2019/04/03 00:39:00, 23.50, 23.37, 23.18, 26.27, 24.37, 0, 0, 4.16
2019/04/03 00:40:00, 23.50, 23.36, 23.18, 26.21, 24.33, 0, 0, 4.16
2019/04/03 00:41:00, 23.25, 23.36, 23.20, 26.27, 24.32, 0, 0, 4.16
2019/04/03 00:42:00, 23.25, 23.39, 23.20, 26.25, 24.31, 0, 0, 4.16
2019/04/03 00:43:00, 23.25, 23.37, 23.20, 26.20, 24.31, 0, 0, 4.16
2019/04/03 00:44:00, 23.25, 23.35, 23.20, 26.24, 24.28, 0, 0, 4.16
2019/04/03 00:45:00, 23.25, 23.36, 23.19, 26.19, 24.27, 0, 0, 4.16
2019/04/03 00:46:00, 23.25, 23.36, 23.19, 26.19, 24.28, 0, 0, 4.16
2019/04/03 00:47:00, 23.50, 23.36, 23.20, 26.13, 24.24, 0, 0, 4.16
2019/04/03 00:48:00, 23.50, 23.36, 23.20, 26.13, 24.22, 0, 0, 4.16
2019/04/03 00:49:00, 23.50, 23.36, 23.16, 26.16, 24.22, 0, 0, 4.16
2019/04/03 00:50:00, 23.25, 23.35, 23.20, 26.15, 24.22, 0, 0, 4.16
2019/04/03 00:51:00, 23.25, 23.35, 23.19, 26.13, 24.21, 0, 0, 4.16
2019/04/03 00:52:00, 23.25, 23.36, 23.19, 26.08, 24.18, 0, 0, 4.16
2019/04/03 00:53:00, 23.50, 23.33, 23.16, 26.04, 24.16, 0, 0, 4.16
2019/04/03 00:54:00, 23.25, 23.36, 23.18, 26.04, 24.14, 0, 0, 4.16
2019/04/03 00:55:00, 23.25, 23.36, 23.20, 25.98, 24.09, 0, 0, 4.16
2019/04/03 00:56:00, 23.25, 23.35, 23.16, 26.01, 24.09, 0, 0, 4.16
2019/04/03 00:57:00, 23.25, 23.35, 23.19, 25.99, 24.06, 0, 0, 4.16
2019/04/03 00:58:00, 23.25, 23.35, 23.18, 26.11, 24.11, 0, 0, 4.16
2019/04/03 00:59:00, 23.25, 23.36, 23.19, 26.13, 24.17, 0, 0, 4.16
2019/04/03 01:00:00, 23.25, 23.36, 23.20, 26.01, 24.13, 0, 0, 4.16
2019/04/03 01:01:00, 23.25, 23.37, 23.17, 25.89, 24.05, 0, 0, 4.16
2019/04/03 01:02:00, 23.25, 23.37, 23.18, 26.04, 24.03, 0, 0, 4.16
2019/04/03 01:03:00, 23.25, 23.37, 23.20, 26.05, 24.12, 0, 0, 4.16
2019/04/03 01:04:00, 23.25, 23.37, 23.20, 26.08, 24.17, 0, 0, 4.16
2019/04/03 01:05:00, 23.25, 23.39, 23.21, 26.13, 24.19, 0, 0, 4.16
2019/04/03 01:06:00, 23.25, 23.40, 23.21, 26.13, 24.22, 0, 0, 4.16
2019/04/03 01:07:00, 23.50, 23.37, 23.19, 26.10, 24.22, 0, 0, 4.16
2019/04/03 01:08:00, 23.25, 23.39, 23.20, 26.13, 24.20, 0, 0, 4.16
