Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/06/21 00:08:00, 23.75, 23.52, 23.31, 47.91, 47.29, 0, 0, 4.23
2019/06/21 00:09:00, 23.75, 23.53, 23.34, 47.93, 47.31, 0, 0, 4.23
2019/06/21 00:10:00, 23.75, 23.52, 23.34, 47.93, 47.31, 0, 0, 4.23
2019/06/21 00:11:00, 23.75, 23.54, 23.33, 47.94, 47.32, 0, 0, 4.23
2019/06/21 00:12:00, 23.75, 23.52, 23.33, 47.99, 47.35, 0, 0, 4.23
2019/06/21 00:13:00, 23.75, 23.54, 23.33, 48.00, 47.38, 0, 0, 4.23
2019/06/21 00:14:00, 23.75, 23.52, 23.34, 47.93, 47.34, 0, 0, 4.23
2019/06/21 00:15:00, 23.75, 23.53, 23.33, 47.97, 47.34, 0, 0, 4.23
2019/06/21 00:16:00, 23.75, 23.54, 23.34, 47.97, 47.39, 0, 0, 4.23
2019/06/21 00:17:00, 23.75, 23.54, 23.32, 48.02, 47.37, 0, 0, 4.23
2019/06/21 00:18:00, 23.75, 23.54, 23.32, 48.00, 47.36, 0, 0, 4.23
2019/06/21 00:19:00, 23.75, 23.53, 23.34, 48.03, 47.36, 0, 0, 4.23
2019/06/21 00:20:00, 23.75, 23.56, 23.33, 48.06, 47.41, 0, 0, 4.23
2019/06/21 00:21:00, 23.75, 23.53, 23.31, 48.04, 47.42, 0, 0, 4.23
2019/06/21 00:22:00, 23.75, 23.52, 23.33, 48.04, 47.41, 0, 0, 4.23
2019/06/21 00:23:00, 23.75, 23.50, 23.33, 48.06, 47.44, 0, 0, 4.23
2019/06/21 00:24:00, 23.75, 23.52, 23.31, 48.06, 47.45, 0, 0, 4.23
2019/06/21 00:25:00, 23.75, 23.50, 23.33, 48.11, 47.49, 0, 0, 4.23
2019/06/21 00:26:00, 23.75, 23.53, 23.32, 48.17, 47.52, 0, 0, 4.23
2019/06/21 00:27:00, 23.75, 23.53, 23.33, 48.14, 47.51, 0, 0, 4.23
2019/06/21 00:28:00, 23.75, 23.52, 23.30, 48.20, 47.53, 0, 0, 4.23
2019/06/21 00:29:00, 23.75, 23.50, 23.31, 48.12, 47.50, 0, 0, 4.23
2019/06/21 00:30:00, 23.75, 23.50, 23.32, 48.20, 47.50, 0, 0, 4.23
2019/06/21 00:31:00, 23.75, 23.50, 23.31, 48.20, 47.54, 0, 0, 4.23
2019/06/21 00:32:00, 23.75, 23.50, 23.32, 48.24, 47.56, 0, 0, 4.23
2019/06/21 00:33:00, 23.75, 23.52, 23.31, 48.22, 47.57, 0, 0, 4.23
2019/06/21 00:34:00, 23.75, 23.52, 23.29, 48.16, 47.53, 0, 0, 4.23
2019/06/21 00:35:00, 23.75, 23.50, 23.29, 48.28, 47.60, 0, 0, 4.23
2019/06/21 00:36:00, 23.75, 23.50, 23.30, 48.22, 47.58, 0, 0, 4.23
2019/06/21 00:37:00, 23.75, 23.50, 23.31, 48.31, 47.63, 0, 0, 4.23
2019/06/21 00:38:00, 23.75, 23.50, 23.32, 48.23, 47.61, 0, 0, 4.23
2019/06/21 00:39:00, 23.75, 23.52, 23.30, 48.21, 47.58, 0, 0, 4.23
2019/06/21 00:40:00, 23.75, 23.49, 23.31, 48.25, 47.60, 0, 0, 4.23
2019/06/21 00:41:00, 23.75, 23.49, 23.29, 48.25, 47.64, 0, 0, 4.23
2019/06/21 00:42:00, 23.75, 23.50, 23.28, 48.39, 47.67, 0, 0, 4.23
2019/06/21 00:43:00, 23.75, 23.50, 23.29, 48.35, 47.70, 0, 0, 4.23
2019/06/21 00:44:00, 23.75, 23.49, 23.29, 48.38, 47.70, 0, 0, 4.23
2019/06/21 00:45:00, 23.75, 23.49, 23.31, 48.32, 47.71, 0, 0, 4.23
2019/06/21 00:46:00, 23.75, 23.50, 23.31, 48.33, 47.70, 0, 0, 4.23
2019/06/21 00:47:00, 23.75, 23.49, 23.29, 48.31, 47.71, 0, 0, 4.23
2019/06/21 00:48:00, 23.75, 23.49, 23.29, 48.34, 47.71, 0, 0, 4.23
2019/06/21 00:49:00, 23.75, 23.50, 23.28, 48.32, 47.69, 0, 0, 4.23
2019/06/21 00:50:00, 23.75, 23.47, 23.29, 48.37, 47.72, 0, 0, 4.23
2019/06/21 00:51:00, 23.75, 23.50, 23.24, 48.34, 47.74, 0, 0, 4.23
2019/06/21 00:52:00, 23.75, 23.47, 23.28, 48.37, 47.74, 0, 0, 4.23
2019/06/21 00:53:00, 23.75, 23.47, 23.29, 48.42, 47.77, 0, 0, 4.23
2019/06/21 00:54:00, 23.75, 23.47, 23.28, 48.42, 47.80, 0, 0, 4.23
2019/06/21 00:55:00, 23.75, 23.46, 23.28, 48.44, 47.81, 0, 0, 4.23
2019/06/21 00:56:00, 23.75, 23.47, 23.27, 48.47, 47.83, 0, 0, 4.23
2019/06/21 00:57:00, 23.75, 23.43, 23.25, 48.49, 47.83, 0, 0, 4.23
2019/06/21 00:58:00, 23.75, 23.46, 23.25, 48.51, 47.86, 0, 0, 4.23
2019/06/21 00:59:00, 23.75, 23.46, 23.24, 48.53, 47.87, 0, 0, 4.23
2019/06/21 01:00:00, 23.75, 23.44, 23.25, 48.55, 47.92, 0, 0, 4.23
2019/06/21 01:01:00, 23.75, 23.44, 23.25, 48.57, 47.92, 0, 0, 4.23
2019/06/21 01:02:00, 23.75, 23.44, 23.25, 48.60, 47.94, 0, 0, 4.23
2019/06/21 01:03:00, 23.75, 23.44, 23.23, 48.61, 47.97, 0, 0, 4.23
2019/06/21 01:04:00, 23.75, 23.46, 23.21, 48.65, 48.00, 0, 0, 4.23
2019/06/21 01:05:00, 23.75, 23.43, 23.23, 48.62, 47.99, 0, 0, 4.23
2019/06/21 01:06:00, 23.75, 23.44, 23.22, 48.69, 48.01, 0, 0, 4.23
2019/06/21 01:07:00, 23.75, 23.43, 23.25, 48.67, 48.03, 0, 0, 4.23
2019/06/21 01:08:00, 23.75, 23.44, 23.24, 48.70, 48.03, 0, 0, 4.23
2019/06/21 01:09:00, 23.75, 23.43, 23.24, 48.73, 48.04, 0, 0, 4.23
2019/06/21 01:10:00, 23.75, 23.43, 23.22, 48.74, 48.08, 0, 0, 4.23
2019/06/21 01:11:00, 23.75, 23.43, 23.23, 48.77, 48.08, 0, 0, 4.23
2019/06/21 01:12:00, 23.75, 23.40, 23.23, 48.79, 48.10, 0, 0, 4.23
2019/06/21 01:13:00, 23.75, 23.42, 23.23, 48.81, 48.13, 0, 0, 4.23
2019/06/21 01:14:00, 23.75, 23.44, 23.22, 48.79, 48.13, 0, 0, 4.23
2019/06/21 01:15:00, 23.75, 23.42, 23.21, 48.82, 48.13, 0, 0, 4.23
2019/06/21 01:16:00, 23.75, 23.43, 23.20, 48.88, 48.19, 0, 0, 4.23
2019/06/21 01:17:00, 23.75, 23.43, 23.22, 48.85, 48.20, 0, 0, 4.23
2019/06/21 01:18:00, 23.75, 23.42, 23.23, 48.89, 48.19, 0, 0, 4.23
