Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/06/26 00:08:00, 23.50, 23.26, 23.03, 36.00, 35.70, 0, 0, 4.22
2019/06/26 00:09:00, 23.50, 23.28, 23.04, 35.99, 35.70, 0, 0, 4.22
2019/06/26 00:10:00, 23.50, 23.26, 23.04, 36.02, 35.71, 0, 0, 4.22
2019/06/26 00:11:00, 23.50, 23.25, 23.03, 36.04, 35.74, 0, 0, 4.22
2019/06/26 00:12:00, 23.50, 23.25, 23.05, 36.03, 35.74, 0, 0, 4.22
2019/06/26 00:13:00, 23.50, 23.24, 23.04, 36.04, 35.74, 0, 0, 4.22
2019/06/26 00:14:00, 23.50, 23.25, 23.04, 36.06, 35.76, 0, 0, 4.22
2019/06/26 00:15:00, 23.50, 23.26, 23.05, 36.06, 35.78, 0, 0, 4.22
2019/06/26 00:16:00, 23.50, 23.26, 23.04, 36.08, 35.79, 0, 0, 4.22
2019/06/26 00:17:00, 23.50, 23.26, 23.03, 36.09, 35.80, 0, 0, 4.22
2019/06/26 00:18:00, 23.50, 23.24, 23.05, 36.14, 35.80, 0, 0, 4.22
2019/06/26 00:19:00, 23.50, 23.24, 23.02, 36.14, 35.84, 0, 0, 4.22
2019/06/26 00:20:00, 23.50, 23.24, 23.02, 36.14, 35.86, 0, 0, 4.22
2019/06/26 00:21:00, 23.50, 23.24, 23.01, 36.16, 35.85, 0, 0, 4.22
2019/06/26 00:22:00, 23.50, 23.24, 23.03, 36.16, 35.86, 0, 0, 4.22
2019/06/26 00:23:00, 23.50, 23.24, 23.03, 36.19, 35.87, 0, 0, 4.22
2019/06/26 00:24:00, 23.50, 23.21, 23.03, 36.22, 35.89, 0, 0, 4.22
2019/06/26 00:25:00, 23.50, 23.25, 23.02, 36.24, 35.92, 0, 0, 4.22
2019/06/26 00:26:00, 23.50, 23.22, 23.03, 36.25, 35.93, 0, 0, 4.22
2019/06/26 00:27:00, 23.50, 23.22, 23.01, 36.28, 35.93, 0, 0, 4.22
2019/06/26 00:28:00, 23.50, 23.25, 23.01, 36.28, 35.96, 0, 0, 4.22
2019/06/26 00:29:00, 23.50, 23.24, 23.01, 36.29, 35.96, 0, 0, 4.22
2019/06/26 00:30:00, 23.50, 23.24, 23.00, 36.29, 35.96, 0, 0, 4.22
2019/06/26 00:31:00, 23.50, 23.24, 23.00, 36.29, 36.01, 0, 0, 4.22
2019/06/26 00:32:00, 23.50, 23.21, 23.00, 36.35, 36.00, 0, 0, 4.22
2019/06/26 00:33:00, 23.50, 23.19, 23.00, 36.33, 36.03, 0, 0, 4.22
2019/06/26 00:34:00, 23.50, 23.21, 23.01, 36.33, 36.04, 0, 0, 4.22
2019/06/26 00:35:00, 23.50, 23.22, 23.01, 36.34, 36.03, 0, 0, 4.22
2019/06/26 00:36:00, 23.50, 23.21, 22.98, 36.35, 36.07, 0, 0, 4.22
2019/06/26 00:37:00, 23.50, 23.21, 22.99, 36.43, 36.08, 0, 0, 4.22
2019/06/26 00:38:00, 23.50, 23.21, 22.99, 36.45, 36.10, 0, 0, 4.22
2019/06/26 00:39:00, 23.50, 23.21, 23.01, 36.38, 36.12, 0, 0, 4.22
