Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/28 00:08:00, 23.75, 23.42, 23.22, 23.26, 21.35, 0, 0, 4.45
2019/04/28 00:09:00, 23.75, 23.39, 23.20, 23.30, 21.35, 0, 0, 4.45
2019/04/28 00:10:00, 23.75, 23.40, 23.21, 23.31, 21.35, 0, 0, 4.45
2019/04/28 00:11:00, 23.75, 23.39, 23.19, 23.28, 21.34, 0, 0, 4.45
2019/04/28 00:12:00, 23.75, 23.39, 23.21, 23.26, 21.34, 0, 0, 4.45
2019/04/28 00:13:00, 23.75, 23.37, 23.21, 23.31, 21.37, 0, 0, 4.45
2019/04/28 00:14:00, 23.75, 23.36, 23.19, 23.31, 21.35, 0, 0, 4.45
2019/04/28 00:15:00, 23.75, 23.40, 23.20, 23.28, 21.35, 0, 0, 4.45
2019/04/28 00:16:00, 23.75, 23.40, 23.19, 23.31, 21.37, 0, 0, 4.45
2019/04/28 00:17:00, 23.75, 23.40, 23.19, 23.31, 21.36, 0, 0, 4.45
2019/04/28 00:18:00, 23.75, 23.37, 23.19, 23.30, 21.38, 0, 0, 4.45
2019/04/28 00:19:00, 23.75, 23.37, 23.20, 23.28, 21.35, 0, 0, 4.45
2019/04/28 00:20:00, 23.75, 23.40, 23.20, 23.34, 21.38, 0, 0, 4.45
2019/04/28 00:21:00, 23.75, 23.37, 23.18, 23.31, 21.38, 0, 0, 4.45
2019/04/28 00:22:00, 23.75, 23.40, 23.19, 23.33, 21.40, 0, 0, 4.45
2019/04/28 00:23:00, 23.75, 23.39, 23.19, 23.31, 21.38, 0, 0, 4.45
2019/04/28 00:24:00, 23.75, 23.36, 23.18, 23.32, 21.39, 0, 0, 4.45
2019/04/28 00:25:00, 23.75, 23.37, 23.17, 23.34, 21.42, 0, 0, 4.45
2019/04/28 00:26:00, 23.75, 23.37, 23.18, 23.36, 21.40, 0, 0, 4.45
2019/04/28 00:27:00, 23.75, 23.39, 23.18, 23.34, 21.42, 0, 0, 4.45
2019/04/28 00:28:00, 23.75, 23.37, 23.18, 23.36, 21.42, 0, 0, 4.45
2019/04/28 00:29:00, 23.75, 23.37, 23.20, 23.39, 21.42, 0, 0, 4.45
2019/04/28 00:30:00, 23.75, 23.37, 23.18, 23.39, 21.44, 0, 0, 4.45
2019/04/28 00:31:00, 23.75, 23.36, 23.17, 23.37, 21.42, 0, 0, 4.45
2019/04/28 00:32:00, 23.75, 23.35, 23.17, 23.39, 21.43, 0, 0, 4.45
2019/04/28 00:33:00, 23.75, 23.36, 23.17, 23.40, 21.45, 0, 0, 4.45
2019/04/28 00:34:00, 23.75, 23.36, 23.18, 23.42, 21.43, 0, 0, 4.45
2019/04/28 00:35:00, 23.75, 23.37, 23.18, 23.37, 21.43, 0, 0, 4.45
2019/04/28 00:36:00, 23.75, 23.36, 23.19, 23.34, 21.45, 0, 0, 4.45
2019/04/28 00:37:00, 23.75, 23.36, 23.18, 23.42, 21.45, 0, 0, 4.45
2019/04/28 00:38:00, 23.75, 23.37, 23.18, 23.42, 21.45, 0, 0, 4.45
2019/04/28 00:39:00, 23.75, 23.36, 23.17, 23.42, 21.45, 0, 0, 4.45
2019/04/28 00:40:00, 23.75, 23.37, 23.16, 23.39, 21.48, 0, 0, 4.45
2019/04/28 00:41:00, 23.75, 23.37, 23.17, 23.36, 21.47, 0, 0, 4.45
2019/04/28 00:42:00, 23.75, 23.39, 23.18, 23.40, 21.45, 0, 0, 4.45
2019/04/28 00:43:00, 23.75, 23.37, 23.16, 23.42, 21.45, 0, 0, 4.45
2019/04/28 00:44:00, 23.75, 23.37, 23.17, 23.43, 21.46, 0, 0, 4.45
2019/04/28 00:45:00, 23.75, 23.37, 23.18, 23.42, 21.48, 0, 0, 4.45
2019/04/28 00:46:00, 23.75, 23.36, 23.18, 23.37, 21.46, 0, 0, 4.45
2019/04/28 00:47:00, 23.75, 23.39, 23.18, 23.39, 21.48, 0, 0, 4.45
2019/04/28 00:48:00, 23.75, 23.37, 23.19, 23.43, 21.48, 0, 0, 4.45
2019/04/28 00:49:00, 23.75, 23.36, 23.19, 23.41, 21.47, 0, 0, 4.45
2019/04/28 00:50:00, 23.75, 23.36, 23.19, 23.42, 21.48, 0, 0, 4.45
2019/04/28 00:51:00, 23.75, 23.36, 23.18, 23.43, 21.48, 0, 0, 4.45
